customer_id,age,gender,satisfaction_score,nps_score,product_quality,customer_service,delivery_speed,value_for_money,would_recommend,purchase_frequency,total_purchases
CUST00381,70,Other,2,4.0,4,4,5,5,Maybe,Monthly,37
CUST00382,71,Prefer not to say,4,2.0,1,1,3,4,Maybe,Weekly,6
CUST00383,24,Prefer not to say,5,2.0,1,4,5,5,No,Quarterly,26
CUST00384,63,Male,5,5.0,2,5,4,3,Yes,Daily,2
CUST00385,63,Other,1,7.0,1,1,5,1,Maybe,Quarterly,32
CUST00386,53,Prefer not to say,2,1.0,4,5,4,1,No,Monthly,48
CUST00387,33,Prefer not to say,5,3.0,5,5,5,2,No,Monthly,5
CUST00388,41,Prefer not to say,5,10.0,4,3,5,3,No,Quarterly,37
CUST00389,71,Male,4,6.0,2,4,5,4,No,Daily,31
CUST00390,18,Other,1,0.0,4,4,2,4,Maybe,Daily,12
CUST00391,66,Female,3,0.0,3,3,2,3,Yes,Rarely,35
CUST00392,42,Other,1,9.0,5,4,5,4,No,Weekly,30
CUST00393,27,Other,3,6.0,3,3,4,2,No,Rarely,48
CUST00394,71,Male,2,6.0,3,1,3,5,Maybe,Daily,6
CUST00395,33,Prefer not to say,2,0.0,2,5,1,1,No,Quarterly,15
CUST00396,33,Prefer not to say,5,0.0,1,5,2,3,No,Weekly,15
CUST00397,25,Male,2,3.0,3,4,5,1,Yes,Quarterly,16
CUST00398,46,Male,5,4.0,4,2,1,5,No,Rarely,20
CUST00399,56,Male,1,4.0,1,5,2,3,Maybe,Monthly,13
CUST00400,45,Male,2,3.0,4,3,3,5,Yes,Quarterly,44
CUST00401,23,Male,1,7.0,4,2,4,4,Maybe,Rarely,42
CUST00402,33,Female,1,6.0,1,2,5,4,Yes,Rarely,46
CUST00403,37,Other,2,8.0,1,5,3,4,Yes,Rarely,31
CUST00404,33,Other,1,6.0,4,5,2,5,No,Monthly,34
CUST00405,24,Other,2,9.0,2,5,5,5,No,Monthly,29
CUST00406,58,Prefer not to say,2,0.0,5,3,1,5,No,Monthly,3
CUST00407,31,Female,2,6.0,5,2,4,1,Maybe,Weekly,9
CUST00408,60,Other,3,0.0,2,4,2,5,No,Monthly,11
CUST00409,43,Prefer not to say,1,6.0,1,3,4,4,No,Monthly,11
CUST00410,43,Female,4,9.0,4,1,5,2,Yes,Monthly,25
CUST00411,31,Female,2,7.0,5,5,3,5,No,Quarterly,22
CUST00412,24,Prefer not to say,1,10.0,4,2,4,2,No,Monthly,42
CUST00413,50,Female,5,8.0,2,3,1,4,No,Weekly,46
CUST00414,43,Prefer not to say,2,2.0,4,1,2,5,No,Rarely,9
CUST00415,74,Other,2,3.0,2,3,1,1,Yes,Quarterly,20
CUST00416,62,Prefer not to say,4,3.0,1,3,4,1,No,Daily,21
CUST00417,37,Female,3,8.0,2,4,3,2,Yes,Monthly,10
CUST00418,20,Other,3,6.0,2,4,3,1,Maybe,Rarely,22
CUST00419,69,Other,2,2.0,5,3,1,1,No,Rarely,29
CUST00420,21,Male,1,9.0,4,1,5,1,No,Quarterly,9
CUST00421,43,Male,5,4.0,5,2,5,4,No,Daily,5
CUST00422,28,Female,5,6.0,3,2,3,1,Yes,Weekly,40
CUST00423,19,Prefer not to say,1,7.0,2,5,1,3,No,Rarely,11
CUST00424,31,Prefer not to say,2,0.0,3,5,1,5,No,Rarely,1
CUST00425,61,Female,5,1.0,5,2,1,1,Maybe,Rarely,42
CUST00426,47,Other,3,6.0,4,3,4,1,Yes,Rarely,1
CUST00427,66,Female,1,10.0,5,3,5,1,Yes,Quarterly,39
CUST00428,29,Female,4,1.0,4,4,5,3,Maybe,Daily,46
CUST00429,43,Other,2,6.0,4,4,4,1,Yes,Rarely,5
CUST00430,61,Prefer not to say,1,8.0,1,5,2,1,No,Weekly,49
CUST00431,50,Female,5,10.0,2,2,4,5,No,Weekly,22
CUST00432,30,Prefer not to say,2,1.0,5,3,1,3,Maybe,Monthly,26
CUST00433,31,Female,3,6.0,4,2,4,3,Yes,Rarely,6
CUST00434,41,Other,2,3.0,5,1,1,1,Yes,Rarely,32
CUST00435,51,Other,2,10.0,5,2,3,3,Yes,Rarely,48
CUST00436,61,Male,3,1.0,4,1,1,2,Maybe,Rarely,11
CUST00437,43,Other,3,6.0,3,4,5,3,No,Rarely,10
CUST00438,38,Male,2,4.0,2,4,4,3,Maybe,Weekly,47
CUST00439,45,Female,3,0.0,2,5,1,3,No,Daily,39
CUST00440,65,Prefer not to say,1,4.0,1,2,2,4,Maybe,Daily,34
CUST00441,53,Other,3,2.0,1,2,3,4,No,Monthly,31
CUST00442,57,Other,3,6.0,1,1,2,4,Yes,Weekly,12
CUST00443,19,Other,2,5.0,2,4,2,3,Yes,Rarely,44
CUST00444,59,Female,1,7.0,3,1,2,2,Yes,Daily,16
CUST00445,26,Male,4,4.0,2,4,3,3,Maybe,Quarterly,38
CUST00446,40,Female,4,1.0,2,1,3,1,Maybe,Quarterly,3
CUST00447,32,Prefer not to say,5,8.0,2,4,3,2,Maybe,Quarterly,2
CUST00448,30,Female,3,10.0,2,1,3,4,Yes,Rarely,5
CUST00449,40,Prefer not to say,3,7.0,3,4,2,5,No,Rarely,11
CUST00450,34,Other,1,5.0,1,1,5,2,Yes,Monthly,25
CUST00451,65,Prefer not to say,4,9.0,5,2,5,4,Yes,Monthly,35
CUST00452,19,Prefer not to say,5,6.0,1,5,3,2,No,Monthly,35
CUST00453,37,Male,1,8.0,1,1,4,2,No,Quarterly,22
CUST00454,37,Prefer not to say,3,6.0,5,5,1,3,No,Rarely,37
CUST00455,63,Prefer not to say,4,2.0,2,2,4,1,No,Quarterly,22
CUST00456,20,Female,5,5.0,3,2,4,5,Yes,Monthly,11
CUST00457,72,Other,2,10.0,3,4,4,4,Maybe,Rarely,32
CUST00458,29,Female,4,10.0,1,5,5,2,Yes,Weekly,35
CUST00459,57,Female,5,6.0,5,3,1,5,No,Daily,31
CUST00460,19,Other,1,1.0,4,4,4,2,Maybe,Daily,45
CUST00461,53,Other,2,2.0,2,5,3,1,Maybe,Monthly,8
CUST00462,31,Prefer not to say,5,3.0,1,1,5,5,Yes,Quarterly,20
CUST00463,33,Prefer not to say,5,9.0,3,1,3,4,Yes,Weekly,42
CUST00464,36,Male,3,5.0,5,2,3,2,Yes,Rarely,34
CUST00465,51,Female,4,0.0,5,3,4,1,Maybe,Quarterly,4
CUST00466,61,Other,3,8.0,1,1,3,5,Maybe,Monthly,18
CUST00467,63,Prefer not to say,2,4.0,4,5,1,2,Maybe,Quarterly,4
CUST00468,23,Other,5,6.0,3,5,3,2,No,Monthly,20
CUST00469,30,Prefer not to say,3,8.0,1,1,4,4,No,Daily,9
CUST00470,53,Male,4,8.0,4,5,3,1,Yes,Daily,16
CUST00471,39,Male,2,0.0,5,5,5,3,Maybe,Quarterly,26
CUST00472,35,Other,1,0.0,2,2,5,2,Yes,Weekly,38
CUST00473,29,Male,3,2.0,3,3,5,5,Maybe,Rarely,25
CUST00474,69,Other,2,5.0,3,2,2,4,Yes,Monthly,4
CUST00475,71,Prefer not to say,1,1.0,4,3,5,4,No,Rarely,41
CUST00476,47,Female,3,9.0,1,5,5,2,Maybe,Daily,45
CUST00477,70,Male,2,10.0,5,3,2,2,No,Weekly,41
CUST00478,68,Prefer not to say,2,0.0,4,5,5,2,Maybe,Weekly,38
CUST00479,57,Female,3,0.0,2,5,4,3,Yes,Rarely,19
CUST00480,24,Female,2,4.0,2,2,5,2,Maybe,Daily,14
CUST00481,49,Female,5,3.0,2,2,5,1,No,Rarely,21
CUST00482,65,Prefer not to say,3,0.0,4,4,2,5,Maybe,Quarterly,15
CUST00483,36,Prefer not to say,2,3.0,5,1,4,2,Yes,Weekly,3
CUST00484,23,Other,1,2.0,3,4,3,3,Maybe,Weekly,37
CUST00485,37,Female,1,1.0,1,4,1,5,No,Quarterly,46
CUST00486,44,Female,5,8.0,3,3,4,4,Yes,Daily,16
CUST00487,70,Female,3,10.0,5,5,3,2,No,Weekly,14
CUST00488,60,Other,2,0.0,3,5,4,5,Maybe,Monthly,9
CUST00489,54,Female,2,6.0,4,5,3,4,No,Monthly,47
CUST00490,65,Prefer not to say,1,3.0,2,1,3,3,Maybe,Daily,7
CUST00491,24,Female,5,4.0,5,3,4,1,Yes,Quarterly,14
CUST00492,22,Male,1,9.0,5,3,2,2,No,Rarely,6
CUST00493,28,Prefer not to say,1,4.0,3,5,4,1,No,Daily,21
CUST00494,32,Other,5,0.0,4,4,4,3,Maybe,Rarely,15
CUST00495,20,Female,3,5.0,3,1,3,5,No,Daily,8
CUST00496,22,Male,2,8.0,3,4,1,5,No,Monthly,34
CUST00497,40,Other,3,1.0,5,2,3,3,Yes,Quarterly,40
CUST00498,70,Other,4,6.0,3,3,5,3,Maybe,Monthly,1
CUST00499,54,Prefer not to say,4,5.0,2,3,4,2,Maybe,Quarterly,32
CUST00500,26,Other,4,4.0,3,4,4,4,Yes,Rarely,49
CUST00501,32,Other,5,3.0,2,1,2,1,Yes,Daily,5
CUST00502,20,Other,1,3.0,5,3,3,1,Maybe,Weekly,30
CUST00503,46,Other,3,5.0,4,4,2,5,Yes,Weekly,22
CUST00504,23,Female,2,3.0,2,1,4,5,Yes,Quarterly,20
CUST00505,34,Female,4,4.0,4,4,3,2,Yes,Quarterly,16
CUST00506,43,Female,3,5.0,4,1,3,3,Maybe,Monthly,7
CUST00507,38,Female,4,4.0,2,5,5,1,Yes,Weekly,7
CUST00508,25,Male,4,6.0,5,1,5,2,No,Monthly,2
CUST00509,38,Female,2,8.0,1,2,1,5,No,Rarely,47
CUST00510,74,Other,5,9.0,4,5,5,5,Maybe,Weekly,14
CUST00511,28,Female,1,6.0,4,4,3,1,Yes,Rarely,31
CUST00512,55,Female,5,6.0,5,5,5,5,No,Daily,41
CUST00513,25,Prefer not to say,3,3.0,5,5,1,5,Maybe,Monthly,14
CUST00514,59,Other,5,0.0,3,4,4,4,No,Quarterly,5
CUST00515,41,Female,3,7.0,5,4,5,3,Yes,Weekly,11
CUST00516,52,Female,3,3.0,4,2,3,5,Maybe,Monthly,40
CUST00517,72,Female,1,0.0,2,4,4,4,No,Quarterly,5
CUST00518,31,Male,2,4.0,1,3,3,2,Maybe,Daily,29
CUST00519,72,Female,1,7.0,3,3,4,5,No,Weekly,11
CUST00520,31,Prefer not to say,5,3.0,2,2,3,2,No,Rarely,5
CUST00521,27,Other,3,7.0,1,1,5,5,Yes,Daily,49
CUST00522,29,Other,4,7.0,1,1,5,1,Yes,Quarterly,32
CUST00523,55,Female,4,2.0,1,3,1,4,No,Weekly,36
CUST00524,61,Female,3,8.0,2,4,4,4,Maybe,Weekly,15
CUST00525,72,Female,1,2.0,3,2,1,1,Maybe,Daily,19
CUST00526,63,Other,2,0.0,3,1,2,3,Yes,Weekly,22
CUST00527,51,Other,1,1.0,1,1,5,4,No,Quarterly,34
CUST00528,58,Male,3,5.0,2,5,4,2,Yes,Daily,17
CUST00529,27,Prefer not to say,3,9.0,1,3,1,4,No,Rarely,12
CUST00530,34,Male,2,1.0,5,4,1,3,No,Daily,25
CUST00531,34,Prefer not to say,5,5.0,3,2,2,2,Yes,Daily,17
CUST00532,20,Male,5,0.0,4,1,1,2,Maybe,Rarely,10
CUST00533,48,Other,2,10.0,1,5,3,1,Yes,Quarterly,28
CUST00534,68,Male,5,0.0,5,3,5,5,No,Monthly,18
CUST00535,18,Prefer not to say,4,4.0,3,3,1,1,Yes,Monthly,18
CUST00536,29,Female,5,9.0,2,2,1,5,Maybe,Rarely,45
CUST00537,56,Prefer not to say,5,10.0,3,1,2,1,Maybe,Quarterly,32
CUST00538,21,Female,5,8.0,2,2,3,5,No,Weekly,14
CUST00539,59,Other,4,7.0,2,2,1,4,Yes,Rarely,16
CUST00540,30,Prefer not to say,5,2.0,1,5,5,2,Maybe,Monthly,18
CUST00541,51,Male,4,2.0,1,3,5,5,Yes,Quarterly,16
CUST00542,59,Prefer not to say,2,0.0,3,4,1,4,Maybe,Daily,17
CUST00543,38,Female,1,2.0,5,3,3,3,No,Quarterly,7
CUST00544,39,Other,2,10.0,3,3,5,1,No,Quarterly,12
CUST00545,74,Male,1,0.0,4,5,5,3,Yes,Monthly,34
CUST00546,21,Prefer not to say,2,7.0,2,4,3,4,No,Monthly,10
CUST00547,35,Female,1,0.0,2,1,3,3,Maybe,Weekly,5
CUST00548,22,Male,1,4.0,1,4,1,3,No,Weekly,21
CUST00549,36,Other,3,8.0,5,1,4,4,Maybe,Rarely,3
CUST00550,19,Male,1,6.0,1,4,2,2,Maybe,Daily,19
CUST00551,29,Other,1,3.0,4,2,4,5,No,Weekly,45
CUST00552,34,Male,3,10.0,3,4,4,1,Maybe,Monthly,44
CUST00553,27,Prefer not to say,5,8.0,3,5,5,5,Maybe,Quarterly,35
CUST00554,51,Female,5,8.0,5,1,3,1,Yes,Rarely,6
CUST00555,23,Prefer not to say,3,1.0,1,3,5,5,Yes,Weekly,14
CUST00556,25,Prefer not to say,4,9.0,1,5,2,3,Yes,Quarterly,4
CUST00557,68,Other,1,9.0,4,1,1,2,No,Quarterly,45
CUST00558,28,Other,1,10.0,3,1,2,3,Yes,Weekly,18
CUST00559,74,Other,3,5.0,1,3,5,2,Maybe,Daily,29
CUST00560,29,Prefer not to say,3,3.0,5,2,5,4,No,Daily,35
CUST00561,26,Male,4,7.0,3,5,5,1,No,Rarely,38
CUST00562,19,Male,5,10.0,4,3,5,1,No,Daily,16
CUST00563,25,Prefer not to say,2,6.0,5,3,4,4,No,Rarely,20
CUST00564,28,Prefer not to say,5,6.0,2,2,1,5,Maybe,Monthly,24
CUST00565,70,Female,1,10.0,4,5,4,4,Maybe,Weekly,35
CUST00566,53,Other,3,9.0,5,3,5,4,Yes,Quarterly,44
CUST00567,27,Other,4,8.0,1,2,3,2,No,Rarely,19
CUST00568,38,Prefer not to say,5,4.0,2,5,4,4,Yes,Daily,4
CUST00569,37,Prefer not to say,4,5.0,4,4,5,1,Maybe,Rarely,33
CUST00570,65,Male,5,0.0,1,1,5,3,No,Rarely,2
CUST00571,25,Prefer not to say,1,5.0,2,2,1,2,Maybe,Daily,13
CUST00572,53,Male,2,1.0,3,1,2,2,Yes,Daily,45
CUST00573,46,Prefer not to say,4,5.0,1,4,4,5,Maybe,Weekly,30
CUST00574,59,Female,4,8.0,5,3,4,3,No,Quarterly,34
CUST00575,29,Female,2,7.0,4,3,4,2,No,Weekly,30
CUST00576,31,Male,4,8.0,2,5,5,4,Yes,Weekly,24
CUST00577,65,Other,4,9.0,1,2,1,2,No,Daily,48
CUST00578,71,Female,5,7.0,3,2,5,2,Maybe,Daily,44
CUST00579,67,Male,5,2.0,4,5,5,2,Maybe,Quarterly,33
CUST00580,38,Prefer not to say,2,7.0,4,1,3,5,Maybe,Rarely,41
CUST00581,39,Prefer not to say,1,5.0,1,3,1,2,Maybe,Weekly,49
CUST00582,38,Male,4,5.0,3,3,4,2,Yes,Quarterly,10
CUST00583,61,Other,1,5.0,2,2,2,5,Maybe,Weekly,18
CUST00584,67,Male,2,2.0,1,2,4,3,Yes,Rarely,19
CUST00585,47,Male,2,9.0,2,5,5,1,Maybe,Weekly,7
CUST00586,56,Female,5,0.0,4,4,1,5,Yes,Monthly,19
CUST00587,37,Male,4,3.0,2,1,1,5,Maybe,Quarterly,24
CUST00588,41,Male,3,9.0,3,4,1,2,Maybe,Daily,15
CUST00589,40,Prefer not to say,2,5.0,5,4,3,2,Yes,Weekly,41
CUST00590,24,Female,4,10.0,3,2,4,1,No,Quarterly,42
CUST00591,26,Prefer not to say,1,9.0,2,2,3,2,No,Quarterly,23
CUST00592,18,Prefer not to say,5,1.0,1,2,2,4,No,Weekly,4
CUST00593,43,Other,1,6.0,4,4,5,2,Yes,Daily,38
CUST00594,55,Other,2,6.0,5,1,3,2,No,Daily,4
CUST00595,55,Female,2,10.0,1,2,3,4,No,Weekly,5
CUST00596,71,Female,1,3.0,1,3,5,1,Yes,Quarterly,41
CUST00597,61,Other,2,3.0,3,1,1,4,No,Daily,44
CUST00598,39,Other,4,0.0,2,3,5,5,No,Weekly,23
CUST00599,61,Other,2,1.0,3,1,4,4,No,Weekly,40
CUST00600,27,Other,5,8.0,2,2,5,3,Yes,Weekly,37
CUST00601,72,Other,4,9.0,3,5,1,5,Yes,Quarterly,11
CUST00602,23,Prefer not to say,3,7.0,1,2,5,2,No,Daily,11
CUST00603,34,Female,2,7.0,4,4,3,5,No,Quarterly,13
CUST00604,68,Prefer not to say,2,8.0,2,4,2,1,Yes,Monthly,14
CUST00605,67,Prefer not to say,5,6.0,5,1,3,1,No,Daily,8
CUST00606,55,Male,5,8.0,5,4,2,4,Yes,Quarterly,25
CUST00607,41,Prefer not to say,1,9.0,1,2,5,5,No,Daily,18
CUST00608,68,Other,1,1.0,3,3,4,2,Yes,Monthly,44
CUST00609,27,Other,1,5.0,3,2,5,1,Maybe,Rarely,44
CUST00610,73,Male,5,2.0,1,1,1,2,Maybe,Weekly,18
CUST00611,25,Male,1,10.0,5,4,5,3,Yes,Quarterly,10
CUST00612,38,Male,1,5.0,5,3,2,1,Maybe,Monthly,7
CUST00613,73,Male,3,2.0,3,5,3,4,No,Monthly,44
CUST00614,23,Male,1,7.0,2,3,4,3,Yes,Daily,14
CUST00615,38,Prefer not to say,2,10.0,4,3,5,5,Yes,Daily,15
CUST00616,74,Male,5,3.0,2,2,5,2,No,Weekly,16
CUST00617,56,Prefer not to say,4,9.0,5,5,3,1,No,Daily,2
CUST00618,41,Female,3,5.0,2,1,4,3,Yes,Quarterly,30
CUST00619,50,Male,5,8.0,4,1,5,3,No,Quarterly,30
CUST00620,35,Male,5,1.0,2,3,5,1,Yes,Quarterly,18
CUST00621,73,Prefer not to say,2,1.0,2,3,2,5,No,Rarely,31
CUST00622,45,Female,1,6.0,2,4,2,5,Yes,Quarterly,44
CUST00623,74,Prefer not to say,2,1.0,2,5,1,4,No,Daily,48
CUST00624,69,Prefer not to say,1,1.0,1,3,3,5,No,Daily,13
CUST00625,49,Male,1,3.0,5,4,4,4,Maybe,Quarterly,20
CUST00626,29,Other,5,8.0,4,5,5,3,Maybe,Monthly,49
CUST00627,65,Other,1,7.0,5,1,5,1,Maybe,Monthly,35
CUST00628,59,Prefer not to say,3,1.0,1,4,1,5,No,Monthly,23
CUST00629,44,Male,3,7.0,1,5,5,4,Yes,Weekly,42
CUST00630,27,Female,3,3.0,1,4,3,3,No,Rarely,33
CUST00631,63,Other,5,1.0,1,3,1,5,Maybe,Quarterly,38
CUST00632,74,Female,2,10.0,2,2,3,2,No,Weekly,35
CUST00633,69,Other,4,9.0,5,1,1,3,Maybe,Monthly,36
CUST00634,59,Male,1,6.0,3,3,5,5,Maybe,Quarterly,20
CUST00635,49,Prefer not to say,4,5.0,4,3,1,3,Yes,Weekly,3
CUST00636,59,Female,2,9.0,1,5,2,1,Yes,Daily,8
CUST00637,43,Female,2,4.0,5,4,4,1,Maybe,Monthly,40
CUST00638,42,Prefer not to say,5,10.0,1,1,5,1,Maybe,Weekly,32
CUST00639,28,Female,3,0.0,1,3,4,2,No,Daily,29
CUST00640,40,Other,3,1.0,1,5,5,1,Maybe,Monthly,7
CUST00641,51,Prefer not to say,2,7.0,1,1,4,2,No,Rarely,2
CUST00642,74,Other,5,0.0,1,4,2,1,Maybe,Monthly,21
CUST00643,69,Other,5,2.0,4,3,4,3,Yes,Rarely,6
CUST00644,57,Male,1,1.0,5,3,1,5,Yes,Rarely,28
CUST00645,40,Other,3,4.0,1,3,4,5,Maybe,Rarely,48
CUST00646,46,Male,2,3.0,1,1,5,1,No,Quarterly,42
CUST00647,48,Female,4,6.0,1,1,3,5,No,Quarterly,36
CUST00648,24,Female,3,4.0,1,1,4,1,No,Rarely,32
CUST00649,57,Male,1,7.0,2,1,4,1,Maybe,Daily,45
CUST00650,50,Other,5,3.0,2,5,4,4,Maybe,Rarely,42
CUST00651,38,Prefer not to say,2,5.0,3,2,5,4,Yes,Weekly,46
CUST00652,19,Prefer not to say,3,3.0,1,5,4,4,Yes,Rarely,9
CUST00653,35,Male,4,1.0,3,3,5,2,Maybe,Quarterly,11
CUST00654,64,Female,1,0.0,4,5,5,4,Yes,Quarterly,23
CUST00655,50,Female,1,0.0,3,4,3,1,No,Weekly,11
CUST00656,54,Prefer not to say,3,7.0,5,1,1,3,No,Weekly,49
CUST00657,51,Male,4,3.0,2,4,5,4,Maybe,Monthly,2
CUST00658,37,Prefer not to say,1,4.0,2,4,2,4,No,Daily,3
CUST00659,52,Other,2,10.0,1,3,4,3,Maybe,Daily,11
CUST00660,68,Other,1,7.0,1,1,2,1,No,Daily,35
CUST00661,67,Male,4,6.0,4,4,4,2,Maybe,Quarterly,15
CUST00662,71,Male,5,7.0,4,3,3,4,No,Daily,43
CUST00663,35,Other,5,7.0,5,1,5,3,No,Monthly,11
CUST00664,63,Female,3,5.0,1,2,1,1,Yes,Monthly,31
CUST00665,41,Male,4,9.0,1,3,5,5,Yes,Daily,28
CUST00666,25,Other,1,1.0,4,5,4,2,Yes,Weekly,28
CUST00667,47,Other,1,5.0,4,1,1,3,Yes,Monthly,32
CUST00668,61,Female,5,0.0,4,4,5,3,Yes,Weekly,25
CUST00669,70,Female,5,0.0,2,4,1,3,Yes,Quarterly,20
CUST00670,27,Female,2,10.0,3,5,4,4,Maybe,Monthly,28
CUST00671,40,Female,5,2.0,3,5,3,5,Maybe,Weekly,25
CUST00672,69,Prefer not to say,2,2.0,1,4,3,2,Yes,Daily,11
CUST00673,66,Female,1,10.0,2,1,5,1,Maybe,Quarterly,19
CUST00674,28,Prefer not to say,2,4.0,4,3,2,1,Yes,Rarely,28
CUST00675,19,Male,2,0.0,1,5,4,5,Maybe,Rarely,1
CUST00676,43,Other,3,9.0,2,5,5,3,No,Daily,5
CUST00677,53,Prefer not to say,5,5.0,5,5,5,3,Maybe,Quarterly,10
CUST00678,50,Male,2,6.0,2,2,3,3,Maybe,Quarterly,42
CUST00679,64,Male,1,9.0,1,1,1,3,Maybe,Quarterly,46
CUST00680,30,Prefer not to say,4,10.0,3,1,4,3,No,Quarterly,34
CUST00681,57,Male,2,2.0,4,1,1,5,Yes,Rarely,36
CUST00682,42,Male,5,3.0,5,1,4,4,Maybe,Weekly,2
CUST00683,21,Prefer not to say,3,9.0,2,1,2,2,Maybe,Quarterly,18
CUST00684,59,Male,1,10.0,1,4,3,3,No,Weekly,13
CUST00685,36,Female,3,9.0,1,5,2,4,Yes,Quarterly,5
CUST00686,35,Female,4,9.0,4,4,5,1,Maybe,Monthly,20
CUST00687,54,Other,2,9.0,1,2,3,5,No,Monthly,2
CUST00688,47,Male,2,9.0,1,3,5,4,Yes,Monthly,11
CUST00689,36,Other,5,2.0,4,5,2,3,Yes,Quarterly,30
CUST00690,40,Female,2,0.0,5,2,4,3,Maybe,Weekly,32
CUST00691,71,Female,1,7.0,3,4,5,3,Maybe,Rarely,32
CUST00692,33,Female,4,9.0,3,3,1,4,Maybe,Daily,38
CUST00693,18,Male,3,9.0,2,2,4,3,Maybe,Rarely,28
CUST00694,29,Male,4,1.0,5,3,4,4,No,Quarterly,10
CUST00695,41,Female,2,0.0,2,2,2,3,No,Monthly,22
CUST00696,51,Other,3,7.0,3,4,2,1,Maybe,Monthly,17
CUST00697,70,Other,5,6.0,4,3,3,1,Yes,Weekly,22
CUST00698,74,Prefer not to say,4,6.0,1,2,3,2,Maybe,Quarterly,43
CUST00699,25,Female,3,3.0,3,4,1,3,Yes,Rarely,19
CUST00700,35,Other,3,10.0,5,5,4,3,Yes,Quarterly,17
CUST00701,74,Female,3,8.0,3,4,1,4,Yes,Quarterly,24
CUST00702,65,Other,1,5.0,5,4,1,4,No,Monthly,36
CUST00703,22,Prefer not to say,4,1.0,5,5,2,3,Yes,Rarely,32
CUST00704,43,Prefer not to say,3,0.0,5,4,1,2,Yes,Daily,46
CUST00705,47,Female,4,0.0,2,5,1,3,No,Monthly,36
CUST00706,71,Other,3,8.0,4,5,5,4,Yes,Rarely,28
CUST00707,30,Male,5,3.0,3,5,3,3,Yes,Weekly,14
CUST00708,36,Prefer not to say,5,4.0,4,2,3,4,Maybe,Monthly,36
CUST00709,46,Female,5,2.0,1,3,4,3,Yes,Weekly,6
CUST00710,20,Female,2,3.0,3,2,3,5,Yes,Monthly,9
CUST00711,43,Other,3,7.0,4,5,4,4,Yes,Quarterly,21
CUST00712,57,Female,2,3.0,4,3,5,2,Yes,Rarely,12
CUST00713,29,Prefer not to say,4,8.0,1,3,3,5,Yes,Weekly,30
CUST00714,19,Female,2,8.0,5,5,5,3,No,Monthly,31
CUST00715,28,Female,4,5.0,3,3,3,4,Yes,Weekly,40
CUST00716,61,Male,4,1.0,3,3,3,5,Yes,Monthly,4
CUST00717,45,Male,4,9.0,1,2,5,2,No,Monthly,31
CUST00718,35,Prefer not to say,2,10.0,5,3,1,4,No,Daily,27
CUST00719,30,Other,3,6.0,3,5,1,5,Yes,Daily,25
CUST00720,54,Male,2,8.0,3,1,1,5,Yes,Daily,5
CUST00721,39,Other,3,5.0,3,1,1,5,Yes,Weekly,6
CUST00722,29,Prefer not to say,3,2.0,5,1,3,1,Maybe,Quarterly,5
CUST00723,19,Male,4,6.0,1,5,2,3,Maybe,Monthly,27
CUST00724,54,Other,2,4.0,3,1,5,4,Yes,Rarely,8
CUST00725,24,Male,3,0.0,4,2,2,4,No,Daily,9
CUST00726,43,Prefer not to say,5,2.0,5,5,2,4,Yes,Weekly,15
CUST00727,43,Prefer not to say,3,4.0,2,5,4,5,No,Weekly,36
CUST00728,41,Male,5,6.0,1,5,1,3,No,Weekly,41
CUST00729,29,Other,2,2.0,4,3,3,2,No,Rarely,7
CUST00730,33,Female,2,5.0,3,3,1,4,Yes,Rarely,32
CUST00731,40,Female,2,4.0,2,3,1,3,Yes,Daily,8
CUST00732,57,Male,3,0.0,1,4,2,3,No,Rarely,47
CUST00733,26,Other,1,9.0,5,2,4,1,Maybe,Daily,15
CUST00734,49,Female,3,5.0,2,5,1,4,Maybe,Rarely,37
CUST00735,32,Prefer not to say,3,7.0,2,5,5,5,Maybe,Rarely,19
CUST00736,54,Other,4,0.0,4,3,5,3,No,Rarely,39
CUST00737,30,Female,4,1.0,1,5,1,3,Yes,Daily,6
CUST00738,22,Other,3,3.0,4,5,2,2,No,Monthly,19
CUST00739,28,Male,5,1.0,4,1,2,1,Maybe,Daily,28
CUST00740,27,Other,4,10.0,3,5,3,3,Yes,Monthly,17
CUST00741,69,Female,3,8.0,5,4,4,3,No,Weekly,42
CUST00742,30,Male,1,9.0,2,3,2,5,No,Weekly,19
CUST00743,58,Other,5,7.0,1,2,3,5,Maybe,Daily,31
CUST00744,70,Prefer not to say,2,7.0,5,2,5,2,No,Monthly,11
CUST00745,63,Female,3,3.0,5,1,5,2,Yes,Monthly,15
CUST00746,67,Male,3,4.0,1,2,5,2,Maybe,Monthly,10
CUST00747,32,Other,5,3.0,5,2,1,5,Maybe,Weekly,43
CUST00748,59,Prefer not to say,4,8.0,3,3,4,5,Yes,Daily,23
CUST00749,73,Female,4,1.0,5,3,3,1,Maybe,Quarterly,3
CUST00750,24,Prefer not to say,4,10.0,3,4,4,4,No,Monthly,3
CUST00751,57,Other,2,7.0,2,1,1,4,No,Monthly,18
CUST00752,45,Other,5,1.0,2,2,3,1,Maybe,Quarterly,25
CUST00753,49,Male,5,0.0,4,4,3,4,Yes,Daily,43
CUST00754,52,Prefer not to say,4,9.0,3,1,2,5,No,Monthly,20
CUST00755,32,Male,4,2.0,2,2,4,4,Yes,Daily,29
CUST00756,65,Female,1,8.0,5,2,4,5,No,Monthly,22
CUST00757,53,Male,1,2.0,1,3,2,1,No,Rarely,15
CUST00758,38,Female,3,8.0,1,5,5,2,Maybe,Monthly,39
